number_people,date,day_of_week,month,hour,gymId
27,2021-11-01 13:50,0,11,13,12
27,2021-11-01 14:00,0,11,14,16
27,2021-11-01 14:20,0,11,14,1
35,2021-11-01 14:30,0,11,14,10
33,2021-11-01 14:40,0,11,14,20
36,2021-11-01 14:50,0,11,14,11
39,2021-11-01 15:00,0,11,15,4
43,2021-11-01 15:20,0,11,15,20
44,2021-11-01 15:30,0,11,15,15
32,2021-11-01 15:40,0,11,15,3
38,2021-11-01 15:50,0,11,15,3
38,2021-11-01 16:00,0,11,16,8
47,2021-11-01 16:20,0,11,16,20
40,2021-11-01 16:30,0,11,16,16
52,2021-11-01 16:40,0,11,16,17
40,2021-11-01 16:50,0,11,16,6
40,2021-11-01 17:00,0,11,17,13
51,2021-11-01 17:20,0,11,17,7
55,2021-11-01 17:30,0,11,17,10
46,2021-11-01 17:40,0,11,17,5
47,2021-11-01 17:50,0,11,17,3
48,2021-11-01 18:00,0,11,18,6
58,2021-11-01 18:20,0,11,18,9
26,2021-11-01 18:30,0,11,18,12
41,2021-11-01 18:40,0,11,18,11
50,2021-11-01 18:50,0,11,18,9
43,2021-11-01 19:00,0,11,19,1
44,2021-11-01 19:20,0,11,19,5
25,2021-11-01 19:30,0,11,19,12
54,2021-11-01 19:40,0,11,19,6
38,2021-11-01 19:50,0,11,19,13
37,2021-11-01 20:00,0,11,20,9
47,2021-11-01 20:20,0,11,20,9
53,2021-11-01 20:30,0,11,20,17
45,2021-11-01 20:40,0,11,20,13
43,2021-11-01 20:50,0,11,20,7
59,2021-11-01 21:00,0,11,21,20
59,2021-11-01 21:20,0,11,21,10
62,2021-11-01 21:30,0,11,21,15
54,2021-11-01 21:40,0,11,21,17
42,2021-11-01 21:50,0,11,21,16
52,2021-11-01 22:00,0,11,22,9
49,2021-11-01 22:20,0,11,22,9
58,2021-11-01 22:30,0,11,22,3
61,2021-11-01 22:40,0,11,22,7
53,2021-11-01 22:50,0,11,22,6
52,2021-11-01 23:00,0,11,23,6
33,2021-11-01 23:20,0,11,23,4
43,2021-11-01 23:30,0,11,23,19
40,2021-11-01 23:40,0,11,23,11
52,2021-11-01 23:50,0,11,23,10
37,2021-11-02 0:00,1,11,0,18
35,2021-11-02 0:20,1,11,0,10
32,2021-11-02 0:30,1,11,0,9
34,2021-11-02 0:40,1,11,0,15
22,2021-11-02 0:50,1,11,0,14
18,2021-11-02 1:00,1,11,1,18
0,2021-11-02 5:20,1,11,5,13
0,2021-11-02 5:30,1,11,5,16
1,2021-11-02 5:40,1,11,5,17
3,2021-11-02 5:50,1,11,5,18
6,2021-11-02 6:00,1,11,6,2
9,2021-11-02 6:20,1,11,6,20
17,2021-11-02 6:30,1,11,6,16
22,2021-11-02 6:40,1,11,6,15
16,2021-11-02 6:50,1,11,6,4
22,2021-11-02 7:00,1,11,7,8
26,2021-11-02 7:20,1,11,7,8
32,2021-11-02 7:30,1,11,7,13
38,2021-11-02 7:40,1,11,7,8
27,2021-11-02 7:50,1,11,7,15
38,2021-11-02 8:00,1,11,8,7
44,2021-11-02 8:20,1,11,8,17
41,2021-11-02 8:30,1,11,8,9
36,2021-11-02 8:40,1,11,8,11
40,2021-11-02 8:50,1,11,8,15
52,2021-11-02 9:00,1,11,9,6
45,2021-11-02 9:20,1,11,9,6
44,2021-11-02 9:30,1,11,9,11
36,2021-11-02 9:40,1,11,9,3
34,2021-11-02 9:50,1,11,9,19
45,2021-11-02 10:00,1,11,10,18
48,2021-11-02 10:20,1,11,10,16
48,2021-11-02 10:30,1,11,10,5
47,2021-11-02 10:40,1,11,10,20
48,2021-11-02 10:50,1,11,10,14
44,2021-11-02 11:00,1,11,11,1
43,2021-11-02 11:20,1,11,11,6
51,2021-11-02 11:30,1,11,11,18
46,2021-11-02 11:40,1,11,11,3
45,2021-11-02 11:50,1,11,11,16
51,2021-11-02 12:00,1,11,12,10
45,2021-11-02 12:20,1,11,12,2
50,2021-11-02 12:30,1,11,12,14
47,2021-11-02 12:40,1,11,12,9
54,2021-11-02 12:50,1,11,12,14
26,2021-11-02 13:00,1,11,13,12
43,2021-11-02 13:20,1,11,13,13
54,2021-11-02 13:30,1,11,13,9
43,2021-11-02 13:40,1,11,13,5
42,2021-11-02 13:50,1,11,13,11
51,2021-11-02 14:00,1,11,14,18
50,2021-11-02 14:20,1,11,14,14
45,2021-11-02 14:30,1,11,14,1
52,2021-11-02 14:40,1,11,14,9
49,2021-11-02 14:50,1,11,14,13
44,2021-11-02 15:00,1,11,15,8
42,2021-11-02 15:20,1,11,15,11
39,2021-11-02 15:30,1,11,15,10
49,2021-11-02 15:40,1,11,15,20
49,2021-11-02 15:50,1,11,15,11
48,2021-11-02 16:20,1,11,16,13
29,2021-11-02 16:30,1,11,16,12
51,2021-11-02 16:40,1,11,16,6
42,2021-11-02 16:50,1,11,16,11
69,2021-11-02 17:00,1,11,17,14
73,2021-11-02 17:20,1,11,17,18
53,2021-11-02 17:30,1,11,17,20
44,2021-11-02 17:40,1,11,17,5
44,2021-11-02 17:50,1,11,17,16
41,2021-11-02 18:00,1,11,18,5
76,2021-11-02 18:20,1,11,18,14
50,2021-11-02 18:30,1,11,18,20
42,2021-11-02 18:40,1,11,18,5
49,2021-11-02 18:50,1,11,18,6
53,2021-11-02 19:00,1,11,19,3
41,2021-11-02 19:20,1,11,19,13
42,2021-11-02 19:30,1,11,19,1
41,2021-11-02 19:40,1,11,19,11
58,2021-11-02 19:50,1,11,19,18
41,2021-11-02 20:00,1,11,20,5
42,2021-11-02 20:20,1,11,20,2
35,2021-11-02 20:30,1,11,20,4
43,2021-11-02 20:40,1,11,20,1
60,2021-11-02 20:50,1,11,20,15
75,2021-11-02 21:00,1,11,21,14
50,2021-11-02 21:20,1,11,21,9
41,2021-11-02 21:30,1,11,21,2
74,2021-11-02 21:40,1,11,21,8
51,2021-11-02 21:50,1,11,21,20
44,2021-11-02 22:00,1,11,22,11
68,2021-11-02 22:20,1,11,22,3
41,2021-11-02 22:30,1,11,22,11
26,2021-11-02 22:40,1,11,22,12
74,2021-11-02 22:50,1,11,22,19
63,2021-11-02 23:00,1,11,23,15
62,2021-11-02 23:20,1,11,23,15
53,2021-11-02 23:30,1,11,23,6
52,2021-11-02 23:40,1,11,23,17
25,2021-11-02 23:50,1,11,23,12
45,2021-11-03 0:00,2,11,0,5
44,2021-11-03 0:20,2,11,0,17
39,2021-11-03 0:30,2,11,0,6
31,2021-11-03 0:40,2,11,0,16
12,2021-11-03 0:50,2,11,0,20
18,2021-11-03 1:00,2,11,1,11
0,2021-11-03 5:20,2,11,5,11
1,2021-11-03 5:30,2,11,5,2
3,2021-11-03 5:40,2,11,5,12
4,2021-11-03 5:50,2,11,5,19
7,2021-11-03 6:00,2,11,6,5
18,2021-11-03 6:20,2,11,6,20
17,2021-11-03 6:30,2,11,6,5
25,2021-11-03 6:40,2,11,6,4
23,2021-11-03 6:50,2,11,6,5
30,2021-11-03 7:00,2,11,7,5
26,2021-11-03 7:20,2,11,7,15
25,2021-11-03 7:30,2,11,7,4
32,2021-11-03 7:40,2,11,7,5
32,2021-11-03 7:50,2,11,7,20
28,2021-11-03 8:00,2,11,8,12
37,2021-11-03 8:20,2,11,8,13
37,2021-11-03 8:30,2,11,8,20
35,2021-11-03 8:40,2,11,8,13
47,2021-11-03 8:50,2,11,8,18
47,2021-11-03 9:00,2,11,9,14
46,2021-11-03 9:20,2,11,9,18
44,2021-11-03 9:30,2,11,9,14
51,2021-11-03 9:40,2,11,9,10
39,2021-11-03 9:50,2,11,9,9
27,2021-11-03 10:00,2,11,10,12
36,2021-11-03 10:20,2,11,10,4
44,2021-11-03 10:30,2,11,10,5
48,2021-11-03 10:40,2,11,10,10
40,2021-11-03 10:50,2,11,10,14
40,2021-11-03 11:00,2,11,11,16
57,2021-11-03 11:20,2,11,11,3
41,2021-11-03 11:30,2,11,11,18
47,2021-11-03 11:40,2,11,11,14
44,2021-11-03 11:50,2,11,11,2
53,2021-11-03 12:00,2,11,12,10
34,2021-11-03 12:20,2,11,12,4
44,2021-11-03 12:30,2,11,12,19
42,2021-11-03 12:40,2,11,12,8
35,2021-11-03 12:50,2,11,12,14
36,2021-11-03 13:00,2,11,13,4
41,2021-11-03 13:20,2,11,13,6
38,2021-11-03 13:30,2,11,13,13
40,2021-11-03 13:40,2,11,13,5
39,2021-11-03 13:50,2,11,13,2
44,2021-11-03 14:00,2,11,14,3
36,2021-11-03 14:20,2,11,14,4
47,2021-11-03 14:30,2,11,14,7
40,2021-11-03 14:40,2,11,14,17
31,2021-11-03 14:50,2,11,14,18
50,2021-11-03 15:00,2,11,15,9
45,2021-11-03 15:20,2,11,15,14
53,2021-11-03 15:30,2,11,15,7
41,2021-11-03 15:40,2,11,15,5
43,2021-11-03 15:50,2,11,15,11
52,2021-11-03 16:00,2,11,16,20
41,2021-11-03 16:20,2,11,16,11
27,2021-11-03 16:30,2,11,16,12
41,2021-11-03 16:40,2,11,16,1
67,2021-11-03 16:50,2,11,16,18
42,2021-11-03 17:00,2,11,17,16
71,2021-11-03 17:20,2,11,17,14
41,2021-11-03 17:30,2,11,17,11
49,2021-11-03 17:40,2,11,17,20
35,2021-11-03 17:50,2,11,17,4
63,2021-11-03 18:00,2,11,18,15
27,2021-11-03 18:20,2,11,18,12
41,2021-11-03 18:30,2,11,18,11
77,2021-11-03 18:40,2,11,18,7
41,2021-11-03 18:50,2,11,18,5
50,2021-11-03 19:00,2,11,19,20
36,2021-11-03 19:20,2,11,19,4
49,2021-11-03 19:30,2,11,19,20
45,2021-11-03 19:40,2,11,19,16
27,2021-11-03 19:50,2,11,19,12
58,2021-11-03 20:20,2,11,20,17
72,2021-11-03 20:30,2,11,20,14
73,2021-11-03 20:40,2,11,20,8
29,2021-11-03 20:50,2,11,20,12
50,2021-11-03 21:00,2,11,21,6
61,2021-11-03 21:20,2,11,21,3
82,2021-11-03 21:30,2,11,21,19
35,2021-11-03 21:40,2,11,21,4
58,2021-11-03 21:50,2,11,21,17
44,2021-11-03 22:00,2,11,22,2
58,2021-11-03 22:20,2,11,22,10
36,2021-11-03 22:30,2,11,22,4
36,2021-11-03 22:40,2,11,22,4
28,2021-11-03 22:50,2,11,22,12
45,2021-11-03 23:00,2,11,23,5
55,2021-11-03 23:20,2,11,23,6
71,2021-11-03 23:30,2,11,23,18
62,2021-11-03 23:40,2,11,23,14
49,2021-11-03 23:50,2,11,23,11
40,2021-11-04 0:00,3,11,0,2
35,2021-11-04 0:20,3,11,0,5
29,2021-11-04 0:30,3,11,0,9
26,2021-11-04 0:40,3,11,0,19
20,2021-11-04 0:50,3,11,0,12
14,2021-11-04 1:00,3,11,1,14
3,2021-11-04 5:20,3,11,5,4
2,2021-11-04 5:30,3,11,5,7
2,2021-11-04 5:40,3,11,5,4
4,2021-11-04 5:50,3,11,5,10
5,2021-11-04 6:00,3,11,6,15
17,2021-11-04 6:20,3,11,6,14
18,2021-11-04 6:30,3,11,6,12
20,2021-11-04 6:40,3,11,6,10
27,2021-11-04 6:50,3,11,6,8
29,2021-11-04 7:00,3,11,7,9
30,2021-11-04 7:20,3,11,7,8
40,2021-11-04 7:30,3,11,7,10
33,2021-11-04 7:40,3,11,7,6
38,2021-11-04 7:50,3,11,7,17
47,2021-11-04 8:00,3,11,8,18
39,2021-11-04 8:20,3,11,8,18
47,2021-11-04 8:30,3,11,8,15
42,2021-11-04 8:40,3,11,8,9
41,2021-11-04 8:50,3,11,8,2
37,2021-11-04 9:00,3,11,9,7
49,2021-11-04 9:20,3,11,9,6
42,2021-11-04 9:30,3,11,9,6
51,2021-11-04 9:40,3,11,9,14
34,2021-11-04 9:50,3,11,9,8
47,2021-11-04 10:00,3,11,10,14
37,2021-11-04 10:20,3,11,10,4
43,2021-11-04 10:30,3,11,10,5
38,2021-11-04 10:40,3,11,10,10
26,2021-11-04 10:50,3,11,10,12
44,2021-11-04 11:00,3,11,11,10
45,2021-11-04 11:20,3,11,11,16
53,2021-11-04 11:30,3,11,11,20
44,2021-11-04 11:40,3,11,11,11
41,2021-11-04 11:50,3,11,11,2
45,2021-11-04 12:00,3,11,12,1
59,2021-11-04 12:20,3,11,12,8
53,2021-11-04 12:30,3,11,12,6
43,2021-11-04 12:40,3,11,12,16
40,2021-11-04 12:50,3,11,12,9
43,2021-11-04 13:00,3,11,13,18
54,2021-11-04 13:20,3,11,13,19
40,2021-11-04 13:30,3,11,13,1
34,2021-11-04 13:40,3,11,13,2
41,2021-11-04 13:50,3,11,13,6
51,2021-11-04 14:00,3,11,14,18
42,2021-11-04 14:20,3,11,14,9
43,2021-11-04 14:30,3,11,14,7
50,2021-11-04 14:40,3,11,14,14
52,2021-11-04 14:50,3,11,14,7
53,2021-11-04 15:00,3,11,15,8
46,2021-11-04 15:20,3,11,15,7
42,2021-11-04 15:30,3,11,15,6
48,2021-11-04 15:40,3,11,15,7
47,2021-11-04 15:50,3,11,15,6
57,2021-11-04 16:00,3,11,16,10
42,2021-11-04 16:20,3,11,16,5
41,2021-11-04 16:30,3,11,16,5
26,2021-11-04 16:40,3,11,16,12
28,2021-11-04 17:21,3,11,17,12
41,2021-11-04 17:31,3,11,17,16
66,2021-11-04 17:41,3,11,17,18
52,2021-11-04 17:51,3,11,17,6
41,2021-11-04 18:01,3,11,18,16
44,2021-11-04 20:20,3,11,20,1
68,2021-11-04 20:30,3,11,20,15
50,2021-11-04 20:40,3,11,20,6
43,2021-11-04 20:50,3,11,20,16
75,2021-11-04 21:00,3,11,21,7
45,2021-11-04 21:20,3,11,21,11
42,2021-11-04 21:30,3,11,21,13
68,2021-11-04 21:40,3,11,21,18
66,2021-11-04 21:50,3,11,21,18
79,2021-11-04 22:00,3,11,22,14
66,2021-11-04 22:20,3,11,22,14
65,2021-11-04 22:30,3,11,22,15
26,2021-11-04 22:40,3,11,22,12
35,2021-11-04 22:50,3,11,22,4
34,2021-11-04 23:00,3,11,23,4
77,2021-11-04 23:20,3,11,23,14
58,2021-11-04 23:30,3,11,23,6
42,2021-11-04 23:40,3,11,23,11
50,2021-11-04 23:50,3,11,23,6
42,2021-11-05 0:00,4,11,0,2
42,2021-11-05 0:20,4,11,0,2
54,2021-11-05 0:30,4,11,0,8
44,2021-11-05 0:40,4,11,0,8
33,2021-11-05 0:50,4,11,0,2
28,2021-11-05 1:00,4,11,1,12
1,2021-11-05 5:20,4,11,5,12
1,2021-11-05 5:30,4,11,5,2
4,2021-11-05 5:40,4,11,5,13
2,2021-11-05 5:50,4,11,5,16
6,2021-11-05 6:00,4,11,6,6
10,2021-11-05 6:20,4,11,6,11
11,2021-11-05 6:30,4,11,6,16
17,2021-11-05 6:40,4,11,6,4
18,2021-11-05 6:50,4,11,6,10
25,2021-11-05 7:00,4,11,7,7
28,2021-11-05 7:20,4,11,7,12
23,2021-11-05 7:30,4,11,7,17
22,2021-11-05 7:40,4,11,7,16
23,2021-11-05 7:50,4,11,7,13
26,2021-11-05 8:00,4,11,8,16
33,2021-11-05 8:20,4,11,8,2
31,2021-11-05 8:30,4,11,8,8
27,2021-11-05 8:40,4,11,8,12
43,2021-11-05 8:50,4,11,8,9
38,2021-11-05 9:00,4,11,9,17
36,2021-11-05 9:20,4,11,9,17
35,2021-11-05 9:30,4,11,9,18
35,2021-11-05 9:40,4,11,9,8
34,2021-11-05 9:50,4,11,9,4
52,2021-11-05 10:00,4,11,10,17
55,2021-11-05 10:20,4,11,10,10
41,2021-11-05 10:30,4,11,10,20
49,2021-11-05 10:40,4,11,10,5
51,2021-11-05 10:50,4,11,10,10
41,2021-11-05 11:00,4,11,11,6
38,2021-11-05 11:20,4,11,11,15
40,2021-11-05 11:30,4,11,11,19
34,2021-11-05 11:40,4,11,11,13
38,2021-11-05 11:50,4,11,11,15
32,2021-11-05 12:00,4,11,12,20
44,2021-11-05 12:21,4,11,12,8
54,2021-11-05 12:31,4,11,12,7
49,2021-11-05 12:41,4,11,12,3
45,2021-11-05 12:51,4,11,12,5
55,2021-11-05 13:01,4,11,13,8
52,2021-11-05 13:20,4,11,13,14
52,2021-11-05 13:36,4,11,13,19
28,2021-11-05 13:46,4,11,13,12
49,2021-11-05 13:56,4,11,13,18
59,2021-11-05 14:20,4,11,14,17
34,2021-11-05 14:30,4,11,14,4
53,2021-11-05 14:40,4,11,14,7
55,2021-11-05 14:50,4,11,14,3
41,2021-11-05 15:00,4,11,15,16
60,2021-11-05 15:20,4,11,15,10
54,2021-11-05 15:30,4,11,15,19
45,2021-11-05 15:40,4,11,15,2
28,2021-11-05 15:50,4,11,15,12
57,2021-11-05 16:00,4,11,16,17
60,2021-11-05 16:20,4,11,16,8
60,2021-11-05 16:30,4,11,16,17
42,2021-11-05 16:40,4,11,16,11
26,2021-11-05 16:50,4,11,16,12
61,2021-11-05 17:00,4,11,17,19
44,2021-11-05 17:20,4,11,17,16
43,2021-11-05 17:30,4,11,17,13
44,2021-11-05 17:40,4,11,17,11
28,2021-11-05 17:50,4,11,17,12
52,2021-11-05 18:00,4,11,18,6
63,2021-11-05 18:20,4,11,18,15
67,2021-11-05 18:30,4,11,18,3
52,2021-11-05 18:40,4,11,18,6
43,2021-11-05 18:50,4,11,18,1
51,2021-11-05 19:00,4,11,19,9
61,2021-11-05 19:20,4,11,19,17
41,2021-11-05 19:30,4,11,19,13
42,2021-11-05 19:40,4,11,19,2
41,2021-11-05 19:50,4,11,19,5
45,2021-11-05 20:00,4,11,20,1
63,2021-11-05 20:20,4,11,20,17
57,2021-11-05 20:30,4,11,20,17
62,2021-11-05 20:40,4,11,20,7
44,2021-11-05 20:50,4,11,20,5
29,2021-11-05 21:00,4,11,21,12
51,2021-11-05 21:20,4,11,21,6
69,2021-11-05 21:30,4,11,21,15
77,2021-11-05 21:40,4,11,21,18
41,2021-11-05 21:50,4,11,21,5
41,2021-11-05 22:00,4,11,22,11
68,2021-11-05 22:20,4,11,22,3
63,2021-11-05 22:30,4,11,22,15
69,2021-11-05 22:40,4,11,22,14
53,2021-11-05 22:50,4,11,22,9
68,2021-11-05 23:00,4,11,23,7
42,2021-11-05 23:20,4,11,23,11
43,2021-11-05 23:30,4,11,23,11
60,2021-11-05 23:40,4,11,23,10
48,2021-11-05 23:50,4,11,23,15
43,2021-11-06 0:00,5,11,0,6
42,2021-11-06 0:20,5,11,0,10
40,2021-11-06 0:30,5,11,0,6
33,2021-11-06 0:40,5,11,0,8
19,2021-11-06 0:50,5,11,0,3
29,2021-11-06 1:00,5,11,1,9
1,2021-11-06 5:20,5,11,5,2
2,2021-11-06 5:30,5,11,5,5
2,2021-11-06 5:40,5,11,5,8
4,2021-11-06 5:50,5,11,5,20
4,2021-11-06 6:00,5,11,6,8
13,2021-11-06 6:20,5,11,6,10
17,2021-11-06 6:30,5,11,6,5
26,2021-11-06 6:40,5,11,6,14
22,2021-11-06 6:50,5,11,6,3
29,2021-11-06 7:00,5,11,7,13
22,2021-11-06 7:20,5,11,7,15
27,2021-11-06 7:30,5,11,7,17
23,2021-11-06 7:40,5,11,7,7
27,2021-11-06 7:50,5,11,7,12
36,2021-11-06 8:00,5,11,8,14
37,2021-11-06 8:20,5,11,8,18
32,2021-11-06 8:30,5,11,8,16
40,2021-11-06 8:40,5,11,8,14
44,2021-11-06 8:50,5,11,8,7
35,2021-11-06 9:00,5,11,9,10
36,2021-11-06 9:20,5,11,9,8
25,2021-11-06 9:30,5,11,9,12
26,2021-11-06 9:40,5,11,9,12
36,2021-11-06 9:50,5,11,9,7
45,2021-11-06 10:00,5,11,10,16
47,2021-11-06 10:20,5,11,10,11
50,2021-11-06 10:30,5,11,10,10
56,2021-11-06 10:40,5,11,10,10
43,2021-11-06 10:50,5,11,10,16
41,2021-11-06 11:00,5,11,11,14
57,2021-11-06 11:20,5,11,11,17
26,2021-11-06 11:30,5,11,11,12
45,2021-11-06 11:40,5,11,11,20
58,2021-11-06 11:50,5,11,11,14
42,2021-11-06 12:00,5,11,12,2
43,2021-11-06 12:20,5,11,12,2
28,2021-11-06 12:30,5,11,12,12
69,2021-11-06 12:40,5,11,12,14
67,2021-11-06 12:50,5,11,12,17
56,2021-11-06 13:00,5,11,13,7
57,2021-11-06 13:20,5,11,13,18
52,2021-11-06 13:30,5,11,13,9
54,2021-11-06 13:40,5,11,13,20
29,2021-11-06 13:50,5,11,13,12
53,2021-11-06 14:00,5,11,14,8
42,2021-11-06 14:20,5,11,14,13
54,2021-11-06 14:30,5,11,14,20
58,2021-11-06 14:40,5,11,14,17
51,2021-11-06 14:50,5,11,14,14
58,2021-11-06 15:00,5,11,15,9
43,2021-11-06 15:20,5,11,15,1
44,2021-11-06 15:30,5,11,15,2
41,2021-11-06 15:40,5,11,15,16
58,2021-11-06 15:50,5,11,15,19
44,2021-11-06 16:00,5,11,16,5
58,2021-11-06 16:20,5,11,16,7
49,2021-11-06 16:30,5,11,16,20
59,2021-11-06 16:40,5,11,16,17
42,2021-11-06 16:50,5,11,16,1
41,2021-11-06 17:00,5,11,17,13
63,2021-11-06 17:20,5,11,17,8
45,2021-11-06 17:30,5,11,17,2
43,2021-11-06 17:40,5,11,17,2
76,2021-11-06 17:50,5,11,17,8
82,2021-11-06 18:00,5,11,18,8
75,2021-11-06 18:20,5,11,18,7
72,2021-11-06 18:30,5,11,18,7
41,2021-11-06 18:40,5,11,18,5
69,2021-11-06 18:50,5,11,18,17
41,2021-11-06 19:00,5,11,19,11
37,2021-11-06 19:20,5,11,19,4
75,2021-11-06 19:30,5,11,19,18
37,2021-11-06 19:40,5,11,19,4
51,2021-11-06 19:50,5,11,19,9
49,2021-11-06 20:00,5,11,20,5
56,2021-11-06 20:20,5,11,20,3
53,2021-11-06 20:30,5,11,20,17
41,2021-11-06 20:40,5,11,20,13
60,2021-11-06 20:50,5,11,20,14
42,2021-11-06 21:00,5,11,21,2
41,2021-11-06 21:20,5,11,21,16
42,2021-11-06 21:30,5,11,21,2
62,2021-11-06 21:40,5,11,21,17
53,2021-11-06 21:50,5,11,21,6
59,2021-11-06 22:00,5,11,22,17
63,2021-11-06 22:20,5,11,22,18
43,2021-11-06 22:30,5,11,22,13
54,2021-11-06 22:40,5,11,22,8
49,2021-11-06 22:50,5,11,22,8
45,2021-11-06 23:00,5,11,23,2
8,2021-11-06 23:20,5,11,23,19
3,2021-11-06 23:30,5,11,23,15
1,2021-11-06 23:40,5,11,23,9
1,2021-11-06 23:50,5,11,23,19
0,2021-11-07 0:00,6,11,0,3
1,2021-11-07 0:20,6,11,0,4
0,2021-11-07 0:30,6,11,0,6
0,2021-11-07 0:40,6,11,0,3
0,2021-11-07 0:50,6,11,0,13
0,2021-11-07 1:00,6,11,1,15
0,2021-11-07 5:20,6,11,5,2
0,2021-11-07 5:30,6,11,5,10
0,2021-11-07 5:40,6,11,5,6
0,2021-11-07 5:50,6,11,5,3
0,2021-11-07 6:00,6,11,6,2
0,2021-11-07 6:20,6,11,6,10
0,2021-11-07 6:30,6,11,6,15
0,2021-11-07 6:40,6,11,6,1
0,2021-11-07 6:50,6,11,6,15
2,2021-11-07 7:00,6,11,7,9
1,2021-11-07 7:20,6,11,7,16
4,2021-11-07 7:30,6,11,7,13
7,2021-11-07 7:40,6,11,7,2
13,2021-11-07 7:50,6,11,7,16
10,2021-11-07 8:00,6,11,8,9
22,2021-11-07 8:20,6,11,8,13
24,2021-11-07 8:30,6,11,8,16
27,2021-11-07 8:40,6,11,8,12
33,2021-11-07 8:50,6,11,8,5
43,2021-11-07 9:00,6,11,9,5
45,2021-11-07 9:20,6,11,9,11
41,2021-11-07 9:30,6,11,9,2
47,2021-11-07 9:40,6,11,9,17
46,2021-11-07 9:50,6,11,9,15
42,2021-11-07 10:00,6,11,10,20
35,2021-11-07 10:20,6,11,10,4
47,2021-11-07 10:30,6,11,10,13
47,2021-11-07 10:40,6,11,10,13
34,2021-11-07 10:50,6,11,10,6
47,2021-11-07 11:00,6,11,11,3
49,2021-11-07 11:20,6,11,11,6
57,2021-11-07 11:30,6,11,11,8
41,2021-11-07 11:40,6,11,11,5
42,2021-11-07 11:50,6,11,11,13
44,2021-11-07 12:21,6,11,12,17
45,2021-11-07 12:31,6,11,12,2
42,2021-11-07 12:41,6,11,12,14
26,2021-11-07 12:51,6,11,12,12
42,2021-11-07 13:20,6,11,13,18
27,2021-11-07 13:30,6,11,13,12
45,2021-11-07 13:40,6,11,13,9
47,2021-11-07 13:50,6,11,13,1
47,2021-11-07 14:00,6,11,14,7
51,2021-11-07 16:20,6,11,16,6
50,2021-11-07 16:30,6,11,16,6
64,2021-11-07 16:31,6,11,16,8
56,2021-11-07 16:40,6,11,16,8
59,2021-11-07 16:41,6,11,16,17
51,2021-11-07 16:50,6,11,16,20
68,2021-11-07 16:51,6,11,16,8
28,2021-11-07 17:00,6,11,17,12
67,2021-11-07 17:01,6,11,17,19
67,2021-11-07 17:20,6,11,17,17
70,2021-11-07 17:30,6,11,17,18
66,2021-11-07 17:40,6,11,17,8
42,2021-11-07 17:50,6,11,17,13
76,2021-11-07 18:00,6,11,18,14
54,2021-11-07 18:20,6,11,18,10
51,2021-11-07 18:30,6,11,18,8
58,2021-11-07 18:40,6,11,18,3
49,2021-11-07 18:50,6,11,18,9
41,2021-11-07 19:00,6,11,19,11
53,2021-11-07 19:20,6,11,19,6
37,2021-11-07 19:30,6,11,19,4
42,2021-11-07 19:40,6,11,19,1
43,2021-11-07 19:50,6,11,19,13
44,2021-11-07 20:00,6,11,20,7
43,2021-11-07 20:20,6,11,20,10
47,2021-11-07 20:30,6,11,20,3
38,2021-11-07 20:40,6,11,20,9
36,2021-11-07 20:50,6,11,20,2
45,2021-11-07 21:00,6,11,21,1
56,2021-11-07 21:20,6,11,21,15
55,2021-11-07 21:30,6,11,21,15
44,2021-11-07 21:40,6,11,21,16
41,2021-11-07 21:50,6,11,21,3
55,2021-11-07 22:00,6,11,22,7
36,2021-11-07 22:20,6,11,22,4
49,2021-11-07 22:30,6,11,22,16
49,2021-11-07 22:40,6,11,22,5
35,2021-11-07 22:50,6,11,22,1
34,2021-11-07 23:00,6,11,23,1
5,2021-11-07 23:20,6,11,23,11
1,2021-11-07 23:30,6,11,23,16
1,2021-11-07 23:40,6,11,23,13
0,2021-11-07 23:50,6,11,23,6
1,2021-11-08 0:00,0,11,0,4
0,2021-11-08 0:20,0,11,0,17
0,2021-11-08 0:30,0,11,0,5
1,2021-11-08 0:40,0,11,0,19
0,2021-11-08 0:50,0,11,0,14
0,2021-11-08 1:00,0,11,1,19
0,2021-11-08 5:20,0,11,5,15
0,2021-11-08 5:30,0,11,5,4
0,2021-11-08 5:40,0,11,5,5
0,2021-11-08 5:50,0,11,5,16
0,2021-11-08 6:00,0,11,6,15
0,2021-11-08 6:20,0,11,6,20
0,2021-11-08 6:30,0,11,6,1
0,2021-11-08 6:40,0,11,6,10
0,2021-11-08 6:50,0,11,6,20
0,2021-11-08 7:00,0,11,7,5
1,2021-11-08 7:20,0,11,7,11
1,2021-11-08 7:30,0,11,7,15
3,2021-11-08 7:40,0,11,7,8
0,2021-11-08 7:50,0,11,7,20
3,2021-11-08 8:00,0,11,8,19
13,2021-11-08 8:20,0,11,8,16
28,2021-11-08 8:30,0,11,8,15
21,2021-11-08 8:40,0,11,8,9
24,2021-11-08 8:50,0,11,8,4
35,2021-11-08 9:00,0,11,9,16
35,2021-11-08 9:20,0,11,9,4
44,2021-11-08 9:30,0,11,9,16
25,2021-11-08 9:40,0,11,9,12
47,2021-11-08 9:50,0,11,9,1
48,2021-11-08 10:00,0,11,10,14
48,2021-11-08 10:20,0,11,10,3
35,2021-11-08 10:30,0,11,10,4
55,2021-11-08 10:40,0,11,10,10
58,2021-11-08 10:50,0,11,10,17
54,2021-11-08 11:00,0,11,11,17
33,2021-11-08 11:20,0,11,11,4
